inventor_id,name,country
fl:pi_ln:xiao-2,Ping Xiao,Unknown
fl:ir_ln:fung-1,Irene Fung,Unknown
004rcl98y8wnz0wbl2ibn81bg,Russell D. Westbrook,Unknown
fl:va_ln:axelrad-1,Valery Axelrad,Unknown
fl:jo_ln:koch-19,Jonathan Koch,Unknown
fl:wa_ln:petersen-8,Warren D. Petersen,Unknown
fl:ol_ln:ahlers-1,Olaf Ahlers,Unknown
fl:zh_ln:liu-552,Zhuo Liu,Unknown
fl:er_ln:chen-17,Ernest C. Chen,Unknown
fl:ri_ln:young-9,Richard Allen Young,Unknown
fl:hi_ln:endo-13,Hiroyuki Endo,Unknown
fl:na_ln:miki-2,Naoto Miki,Unknown
fl:sa_ln:bartys-1,Samuel L. Bartys,Unknown
fl:ma_ln:hori-11,Masafumi Hori,Unknown
fl:ch_ln:villar-2,Christopher M. Villar,Unknown
fl:ma_ln:milo-1,Maresala Milo,Unknown
fl:wa_ln:syed-4,Waseem Akram SYED,Unknown
fl:ko_ln:hanada-6,Koji Hanada,Unknown
fl:ta_ln:khoury-2,Tarik Khoury,Unknown
fl:ge_ln:albero-1,George Albero,Unknown
fl:te_ln:nishimura-3,Tetsuya Nishimura,Unknown
fl:mi_ln:sukimoto-1,Minobu Sukimoto,Unknown
fl:sy_ln:uchiyama-1,Syoichi Uchiyama,Unknown
fl:jo_ln:stewart-59,Joe Stewart,Unknown
004sxraydhup13ce43vyj61p1,Michael D. Stohler,Unknown
fl:we_ln:tu-17,Wen-Ching Tu,Unknown
fl:bh_ln:lathia-1,Bhavnish H. Lathia,Unknown
fl:wi_ln:young-9,William Wai-Loong Young,Unknown
fl:sa_ln:pearce-4,Sam Pearce,Unknown
fl:yu_ln:hayashi-14,Yukio Hayashi,Unknown
fl:de_ln:knight-7,Dennis Knight,Unknown
fl:wo_ln:zachry-1,"Woodie M. Zachry, Jr.",Unknown
fl:ch_ln:ito-18,Chiharu Ito,Unknown
fl:sc_ln:huggins-1,Scott Huggins,Unknown
fl:ta_ln:masuda-33,Takuya Masuda,Unknown
fl:qi_ln:liu-166,Qingguo Liu,Unknown
fl:yo_ln:moon-21,Young June Moon,Unknown
fl:al_ln:taylor-75,Alfred Alexander Taylor,Unknown
fl:se_ln:lee-182,Seung Ho Lee,Unknown
fl:ja_ln:steinbach-2,Jan Steinbach,Unknown
fl:yu_ln:hoshino-17,Yutaka Hoshino,Unknown
fl:ta_ln:yamakawa-9,Taiki YAMAKAWA,Unknown
fl:ca_ln:koshinski-2,Casmir J. Koshinski,Unknown
fl:ma_ln:gardner-7,Mark I. Gardner,Unknown
fl:he_ln:plach-1,Herbert Plach,Unknown
fl:zh_ln:li-670,Zhenyu Li,Unknown
fl:se_ln:kang-125,Seung H. Kang,Unknown
fl:jo_ln:lee-514,Jonathan K. Lee,Unknown
fl:lo_ln:brandy-1,Louis D. Brandy,Unknown
fl:ma_ln:weissenburger-1,Martin Weissenburger,Unknown
fl:fu_ln:yao-1,Fu-Wei Yao,Unknown
fl:ah_ln:mahmoud-4,Ahmed M. Mahmoud,Unknown
fl:ca_ln:gehlhausen-2,Carl Gehlhausen,Unknown
fl:ri_ln:riehle-1,Richard J. Riehle,Unknown
fl:pa_ln:pierz-1,Patrick M. Pierz,Unknown
fl:ty_ln:williams-7,Tyler Barrett Williams,Unknown
fl:ri_ln:marantz-1,Richard Marantz,Unknown
fl:th_ln:richardson-3,Thomas Mark Richardson,Unknown
fl:ya_ln:watanabe-22,Yasuto Watanabe,Unknown
fl:jo_ln:chen-101,Johnson Chen,Unknown
004vj2pzd1gfb0fcaaiwc6prh,George R. Muzyka,Unknown
fl:ma_ln:duffey-2,Matthew O. Duffey,Unknown
004vo2gbawxccud7paavhyb63,Louise E. Larrabee,Unknown
fl:ma_ln:prickel-1,Marvin A. Prickel,Unknown
fl:ad_ln:reeve-1,Adam Reeve,Unknown
fl:jo_ln:svedberg-3,Jonas Svedberg,Unknown
fl:da_ln:teale-2,David Teale,Unknown
fl:mi_ln:kashima-1,Mikito Kashima,Unknown
fl:sa_ln:mundra-1,Sagar Mundra,Unknown
fl:ti_ln:hirsch-2,Timothy J. Hirsch,Unknown
fl:jo_ln:pfannschmidt-1,Joern Pfannschmidt,Unknown
fl:si_ln:bauer-6,Siegfried Bauer,Unknown
fl:iv_ln:osorio-1,Ivan Osorio,Unknown
fl:ma_ln:fujioka-7,Masaya Fujioka,Unknown
fl:to_ln:shimizu-71,Toshiharu Shimizu,Unknown
fl:ru_ln:elloway-1,Russell Elloway,Unknown
fl:ko_ln:yasaki-1,Kosuke Yasaki,Unknown
fl:wi_ln:moore-4,William K. Moore,Unknown
fl:sh_ln:yamashita-33,Shingo Yamashita,Unknown
fl:lo_ln:crespi-1,Lorenzo Crespi,Unknown
fl:vi_ln:anand-8,Vishal Anand,Unknown
fl:ts_ln:liao-16,Tsun-Chi Liao,Unknown
fl:mo_ln:sholev-1,Mordehai Sholev,Unknown
fl:em_ln:tanagho-1,Emil A. Tanagho,Unknown
fl:pa_ln:chou-13,Paul Chou,Unknown
fl:ma_ln:moeller-1,Matthew Moeller,Unknown
fl:dh_ln:dharaiya-1,Dhawal P. Dharaiya,Unknown
fl:ca_ln:hafke-1,Carl Hafke,Unknown
fl:ma_ln:spendlove-1,Max J. Spendlove,Unknown
fl:mi_ln:jaaskelainen-1,Mikko Jaaskelainen,Unknown
fl:br_ln:boston-2,Brian Boston,Unknown
fl:ha_ln:cain-3,"Harold W. Cain, III",Unknown
fl:sh_ln:maruyama-44,Shigeaki Maruyama,Unknown
fl:za_ln:lippman-1,Zachary Lippman,Unknown
fl:ju_ln:deng-16,Jun Deng,Unknown
fl:ph_ln:ng-2,Phillip Ng,Unknown
fl:ji_ln:fischer-1,Jim Fischer,Unknown
fl:si_ln:hann-1,Simon Hann,Unknown
fl:ga_ln:beale-1,Gary Beale,Unknown
fl:eu_ln:sulek-1,Eugene J. Sulek,Unknown
fl:wi_ln:allen-30,Wilson Allen,Unknown
fl:su_ln:lee-221,Sung Hoon Lee,Unknown
fl:en_ln:valdez-3,Enrique Valdez,Unknown
fl:ha_ln:petersen-4,"Harry Petersen, Jr.",Unknown
fl:ja_ln:royston-2,James M. Royston,Unknown
fl:ka_ln:kyono-1,Kazuaki Kyono,Unknown
fl:yo_ln:hirooka-1,Yoshimi Hirooka,Unknown
fl:mi_ln:yamada-23,Miho Yamada,Unknown
fl:ch_ln:ripka-1,Chester D. Ripka,Unknown
fl:jo_ln:shaw-40,Jonathan L. Shaw,Unknown
fl:ge_ln:hanson-4,Geoffrey H. Hanson,Unknown
fl:ki_ln:jangla-1,Kinnary M. Jangla,Unknown
fl:ja_ln:faulkner-7,Jason Thomas Faulkner,Unknown
fl:ak_ln:nojiri-1,Akio Nojiri,Unknown
fl:st_ln:frisbee-2,Steven E. Frisbee,Unknown
fl:ch_ln:lee-1475,Chang-Soo Lee,Unknown
fl:an_ln:mattes-2,Anton Mattes,Unknown
fl:an_ln:mahadeshwar-1,Anand Mahadeshwar,Unknown
fl:ch_ln:wang-145,Chun-Wei Wang,Unknown
fl:mi_ln:he-42,MINYOU HE,Unknown
fl:he_ln:wulff-1,Heike Wulff,Unknown
fl:gl_ln:guard-1,Glenn B. Guard,Unknown
fl:jo_ln:porter-4,John R. Porter,Unknown
fl:to_ln:tarver-1,Tommy Tarver,Unknown
fl:cr_ln:werner-1,Craig Roy Werner,Unknown
fl:mi_ln:park-5,Mi-Ae Park,Unknown
fl:ra_ln:patel-140,Raman Patel,Unknown
fl:da_ln:schlicker-1,Darrell E. Schlicker,Unknown
fl:ro_ln:whitestevens-1,Rodric H. White-Stevens,Unknown
fl:ga_ln:cheng-6,Gang Cheng,Unknown
fl:ar_ln:holbrook-2,Arthur Martin Holbrook,Unknown
fl:er_ln:terhaar-1,Ernst ter Haar,Unknown
fl:pa_ln:manning-6,Paul Antony Manning,Unknown
fl:no_ln:kasai-15,Nobuyuki Kasai,Unknown
fl:le_ln:metcalfe-2,Leonard Metcalfe,Unknown
fl:ig_ln:peidous-1,Igor Peidous,Unknown
fl:yo_ln:sasaki-38,Yoshito Sasaki,Unknown
fl:xi_ln:zhang-683,Xi Zhang,Unknown
fl:or_ln:oterosolivan-1,Orlando Otero-Solivan,Unknown
fl:ma_ln:sridharan-4,Manu Sridharan,Unknown
fl:sh_ln:mitsui-10,Shigeyuki Mitsui,Unknown
fl:sa_ln:iwatsubo-1,Satoshi Iwatsubo,Unknown
fl:jo_ln:gibb-4,John Gibb,Unknown
fl:sh_ln:llamido-1,Sherwin Llamido,Unknown
fl:gu_ln:peter-3,Gunter Peter,Unknown
fl:aa_ln:clark-2,Aaron P. Clark,Unknown
fl:wi_ln:king-9,William C. King,Unknown
fl:ma_ln:prichard-2,Mark A. Prichard,Unknown
fl:ju_ln:jonas-1,Jude Royston Jonas,Unknown
fl:no_ln:yasuda-16,Noriyuki Yasuda,Unknown
fl:te_ln:goode-1,Terry Goode,Unknown
00521x7t1jea491acgrqptc2r,Eugene W. Howley,Unknown
fl:ri_ln:ripley-2,Richard E. Ripley,Unknown
fl:ch_ln:mcconnell-5,Christopher McConnell,Unknown
fl:wo_ln:oh-39,Wongee Oh,Unknown
fl:ch_ln:nolan-2,Christopher D. Nolan,Unknown
fl:cy_ln:keppel-2,Cynthia E. Keppel,Unknown
fl:qi_ln:tan-8,Qirui Tan,Unknown
fl:sa_ln:woo-21,Sang-Gyun Woo,Unknown
fl:to_ln:enders-1,Tobias Enders,Unknown
fl:ri_ln:conrad-5,Richard Conrad,Unknown
fl:xu_ln:tian-2,Xuefeng Tian,Unknown
fl:ph_ln:chairatana-1,Phoom Chairatana,Unknown
fl:er_ln:carter-5,Ernest A. Carter,Unknown
fl:ch_ln:ghosh-11,Chittabrata Ghosh,Unknown
fl:ch_ln:jin-71,Chia-Yu Jin,Unknown
fl:ja_ln:hormuzdiar-1,James Noshir Hormuzdiar,Unknown
fl:ti_ln:daggy-1,Timothy C. Daggy,Unknown
fl:pi_ln:campeol-1,Pierpaolo Campeol,Unknown
fl:mo_ln:akiyama-1,Moritsugu AKIYAMA,Unknown
fl:wa_ln:carow-1,Walter M. Carow,Unknown
fl:an_ln:feyh-1,Ando Feyh,Unknown
fl:yo_ln:yamaguchi-62,Yoshihide Yamaguchi,Unknown
fl:ro_ln:mckee-16,Rossi McKee,Unknown
fl:ri_ln:shelley-2,Richard M. Shelley,Unknown
fl:ro_ln:deckman-3,Robert K. Deckman,Unknown
fl:fr_ln:hoffgaard-1,Franziska Hoffgaard,Unknown
fl:da_ln:malkhi-1,Dahlia Malkhi,Unknown
fl:hi_ln:matsumi-1,Hideki Matsumi,Unknown
fl:da_ln:shortt-1,David W. Shortt,Unknown
fl:ro_ln:ronen-4,Royi Ronen,Unknown
fl:mi_ln:schemelin-1,Michael P. Schemelin,Unknown
fl:ya_ln:takigawa-1,Yasushi Takigawa,Unknown
fl:wo_ln:lee-181,Won Hee Lee,Unknown
fl:er_ln:kigoshi-1,Erina Kigoshi,Unknown
fl:mi_ln:jin-21,Min Ji Jin,Unknown
fl:ji_ln:liu-553,Jinbo Liu,Unknown
fl:ra_ln:lia-1,Raymond A. Lia,Unknown
fl:ax_ln:stavenow-1,Axel Stavenow,Unknown
fl:ra_ln:steinstrasser-1,Ralf Steinstrasser,Unknown
fl:ev_ln:binder-2,Eva Maria Binder,Unknown
fl:ho_ln:lee-422,Hongseok Lee,Unknown
fl:yu_ln:tanaka-38,Yukio Tanaka,Unknown
fl:ma_ln:yamashita-6,Masanao Yamashita,Unknown
fl:jo_ln:mitchell-70,Josh Mitchell,Unknown
fl:ka_ln:li-53,Kai Li,Unknown
fl:je_ln:bouchard-12,Jean-Pierre Bouchard,Unknown
fl:su_ln:chrai-2,Sukhbir S. Chrai,Unknown
fl:da_ln:herbst-8,Damon Herbst,Unknown
fl:sa_ln:nate-1,Satoru Nate,Unknown
fl:se_ln:park-459,Seung Ryong Park,Unknown
fl:es_ln:channabasappa-1,Eswarappa Channabasappa,Unknown
fl:ge_ln:keller-13,Gerald W. Keller,Unknown
fl:sp_ln:silverstein-1,Spencer Silverstein,Unknown
fl:sc_ln:evans-4,Scott T. Evans,Unknown
fl:ka_ln:masuda-28,Kazuaki Masuda,Unknown
fl:ma_ln:nielsen-26,Marianne Nielsen,Unknown
fl:ry_ln:kikumoto-1,Ryoji Kikumoto,Unknown
fl:ka_ln:lu-39,Kaijie Lu,Unknown
fl:me_ln:rogers-5,Melissa B. Rogers,Unknown
fl:ol_ln:nemtyshkin-1,Oleg Nemtyshkin,Unknown
fl:ol_ln:kumolujohnson-1,Oludare Adebankole Kumolu-Johnson,Unknown
fl:ga_ln:dulak-1,Gary R. Dulak,Unknown
fl:fr_ln:burbank-1,Fred H. Burbank,Unknown
fl:ra_ln:rolovic-1,Radovan Rolovic,Unknown
fl:am_ln:kaur-5,Amanpreet Kaur,Unknown
fl:pe_ln:sacca-1,Penny Sacca,Unknown
fl:za_ln:greenberger-1,Zachary M. Greenberger,Unknown
fl:al_ln:soldevila-1,Albert Gordo Soldevila,Unknown
fl:me_ln:shojaie-1,Mehdi Shojaie,Unknown
fl:al_ln:vale-1,Alan M. Vale,Unknown
fl:ra_ln:dunkel-1,Ralf Dunkel,Unknown
fl:sr_ln:yerramalli-2,Srinivas Yerramalli,Unknown
fl:ha_ln:butler-4,Hans Butler,Unknown
fl:ma_ln:harada-8,Masaki Harada,Unknown
fl:ra_ln:huentemeier-1,Rainer Huentemeier,Unknown
fl:du_ln:siegel-1,Dustin Siegel,Unknown
fl:th_ln:miller-27,Thomas Miller,Unknown
fl:ki_ln:ahn-25,Ki Hyun Ahn,Unknown
fl:an_ln:zentenoramirez-1,Antonio Zenteno Ramirez,Unknown
fl:hu_ln:hammad-1,Hussain I. Hammad,Unknown
fl:ty_ln:ulinskas-1,Tyler J. Ulinskas,Unknown
fl:ch_ln:matusche-1,Charlotte Matusche,Unknown
fl:ha_ln:hanke-1,Harald Hanke,Unknown
fl:ji_ln:jing-31,Jianfen JING,Unknown
fl:so_ln:jung-99,Sooyeon JUNG,Unknown
fl:gu_ln:moon-6,Gun Woo Moon,Unknown
0058b9yfxwowk5q7qks2y16w8,Amy C. Ericksen,Unknown
fl:ro_ln:ream-1,Ronald L. Ream,Unknown
fl:da_ln:mihranian-1,Daniela Mihranian,Unknown
fl:th_ln:schulz-8,Thomas Schulz,Unknown
fl:ro_ln:hammett-2,Roy Hammett,Unknown
fl:fe_ln:perez-3,Fernando Perez,Unknown
fl:ro_ln:laws-1,Ron D. Laws,Unknown
fl:hi_ln:aizawa-10,Hirokazu Aizawa,Unknown
fl:el_ln:stegall-1,Eldon Stegall,Unknown
fl:do_ln:stewart-8,Douglas G. Stewart,Unknown
fl:su_ln:boo-3,SukHoon Boo,Unknown
fl:ab_ln:becker-1,Abbey Beuning Holt Becker,Unknown
fl:do_ln:lee-212,Dong-Won Lee,Unknown
fl:ki_ln:fry-1,Kirk Fry,Unknown
fl:to_ln:soumiya-1,Toshio Soumiya,Unknown
fl:vi_ln:desai-10,Vishal Satyendra Desai,Unknown
fl:er_ln:eisiminger-1,Eric A. Eisiminger,Unknown
fl:mi_ln:sienz-1,Michael Sienz,Unknown
fl:st_ln:boyde-1,Stephen Boyde,Unknown
fl:ra_ln:darolia-1,Ramgopal Darolia,Unknown
fl:to_ln:miyashita-19,Tomoyuki Miyashita,Unknown
fl:ma_ln:campbell-13,Matthew M. Campbell,Unknown
fl:he_ln:cozzani-1,Henri Cozzani,Unknown
fl:to_ln:kondo-27,Tomonori Kondo,Unknown
fl:al_ln:sorrentino-2,Alan Sorrentino,Unknown
fl:sh_ln:sakata-19,Shinichi Sakata,Unknown
fl:al_ln:burlingame-2,Alma L. Burlingame,Unknown
fl:ca_ln:haire-1,Caroline Rose Haire,Unknown
fl:sc_ln:andochick-1,Scott E. Andochick,Unknown
fl:fu_ln:uggeri-1,Fulvio Uggeri,Unknown
fl:is_ln:kubo-3,Isao Kubo,Unknown
fl:ri_ln:boisjoly-2,Richard T. Boisjoly,Unknown
fl:yo_ln:shibata-18,Yoji Shibata,Unknown
fl:sc_ln:allen-11,Scott Timon Allen,Unknown
fl:di_ln:isaacs-3,Dickon Isaacs,Unknown
fl:no_ln:shiraiwa-2,Norio Shiraiwa,Unknown
fl:mi_ln:burnett-6,Michael Scott Burnett,Unknown
fl:gu_ln:huang-130,Guogang Huang,Unknown
fl:ja_ln:sproch-2,James David Sproch,Unknown
fl:jo_ln:hemminghaus-1,John W. Hemminghaus,Unknown
fl:fr_ln:jaekel-1,Frank Jaekel,Unknown
fl:de_ln:shea-5,Dennis J. Shea,Unknown
fl:bu_ln:suh-6,Bum Seok Suh,Unknown
fl:mi_ln:reedy-2,Michael J. Reedy,Unknown
fl:he_ln:ling-2,Heping LING,Unknown
fl:yu_ln:tamura-27,Yuya Tamura,Unknown
fl:su_ln:pal-25,Sumon K. Pal,Unknown
fl:fr_ln:tillequin-1,François Tillequin,Unknown
fl:to_ln:sugiura-18,Toshihiko Sugiura,Unknown
fl:ma_ln:tsuchiya-4,Makoto Tsuchiya,Unknown
fl:me_ln:bleckinger-1,Megan Renstrom Bleckinger,Unknown
fl:fe_ln:xiong-3,Fei Xiong,Unknown
fl:ga_ln:butora-1,Gabor Butora,Unknown
fl:yi_ln:huang-144,Yi Huang,Unknown
fl:dy_ln:raasch-1,Dylan R. Raasch,Unknown
fl:ak_ln:ajima-1,Akio Ajima,Unknown
fl:ta_ln:park-91,Tae Hun Park,Unknown
fl:gu_ln:wei-10,Guang-Jong Jason Wei,Unknown
fl:mi_ln:marczynski-1,Michael Marczynski,Unknown
fl:mi_ln:ker-4,Ming-Dou Ker,Unknown
005ctplrvjnqb2nb4njcuv2ur,Simon Dowling,Unknown
fl:ba_ln:roufogalis-1,Basil Don Roufogalis,Unknown
fl:ku_ln:kallkvist-1,Kurt Källkvist,Unknown
fl:ch_ln:dehillerin-1,Charles-André De Hillerin,Unknown
fl:gr_ln:kaplan-4,Gregory Kaplan,Unknown
fl:gu_ln:xing-14,Guiyun Xing,Unknown
fl:ta_ln:tohara-1,Takashi Tohara,Unknown
fl:ro_ln:sonneman-1,Robert A. Sonneman,Unknown
fl:da_ln:alberts-1,David S. Alberts,Unknown
fl:jo_ln:blaney-1,Joseph E. Blaney,Unknown
fl:ro_ln:tillis-1,Roy R. Tillis,Unknown
fl:ti_ln:wagoner-1,Timothy Alan Wagoner,Unknown
fl:br_ln:pedersen-10,Bradley J. Pedersen,Unknown
fl:fr_ln:degaillard-1,Francois DeGaillard,Unknown
fl:sa_ln:kim-199,Sang Min Kim,Unknown
fl:he_ln:vega-3,Henry M. Vega,Unknown
fl:br_ln:lester-4,Brett A. Lester,Unknown
fl:da_ln:monroe-5,David A. Monroe,Unknown
fl:ya_ln:baba-6,Yasuyuki Baba,Unknown
fl:ta_ln:ohta-12,Tatsuo Ohta,Unknown
fl:he_ln:zimmer-6,Herbert Zimmer,Unknown
fl:ho_ln:chung-33,Hoiju Chung,Unknown
fl:ju_ln:skowaisa-1,Juergen Skowaisa,Unknown
fl:sh_ln:matsumura-31,Shigenori Matsumura,Unknown
fl:te_ln:ida-1,Tetsuya Ida,Unknown
fl:lu_ln:langhans-1,Lutz Langhans,Unknown
fl:na_ln:ukei-1,Natsuki Ukei,Unknown
fl:ro_ln:codrington-2,Robert S. Codrington,Unknown
fl:ho_ln:jia-5,Hong-Qi Jia,Unknown
fl:da_ln:terpstra-1,Daniel A. Terpstra,Unknown
fl:vi_ln:divino-2,Vincent Divino,Unknown
fl:da_ln:kim-154,Daniel Kim,Unknown
fl:ho_ln:wunsch-1,Horst Wunsch,Unknown
fl:sh_ln:liu-168,Shih-Ming Joseph Liu,Unknown
fl:da_ln:allis-3,Daniel Allis,Unknown
fl:al_ln:terzani-1,Alessio Terzani,Unknown
fl:no_ln:ikeda-14,Nobuo Ikeda,Unknown
fl:ma_ln:kegel-2,Markus Kegel,Unknown
fl:hs_ln:hsiao-7,Hsu-Liang Hsiao,Unknown
fl:jo_ln:didonato-6,"Joseph S. DiDonato, Jr.",Unknown
fl:st_ln:hayslett-1,Steven L. Hayslett,Unknown
fl:jo_ln:tobiason-1,Joseph Daniel Tobiason,Unknown
fl:pe_ln:russellclarke-2,Peter Russell-Clarke,Unknown
fl:r._ln:garibay-1,"R. A. Garibay, Jr.",Unknown
fl:ja_ln:dray-1,James R. Dray,Unknown
fl:ju_ln:son-95,Juhyung SON,Unknown
fl:yu_ln:qu-13,Yun Qu,Unknown
fl:st_ln:rubin-11,Steven M. Rubin,Unknown
fl:th_ln:maturaporn-1,Thawatchai Maturaporn,Unknown
fl:ku_ln:liu-6,Kuan-Ting Liu,Unknown
fl:he_ln:vanerp-1,Henricus Egbertus Gerardus VAN ERP,Unknown
fl:ye_ln:chen-74,Yen-Lung Chen,Unknown
fl:he_ln:scher-2,Herbert B. Scher,Unknown
fl:ed_ln:efron-1,Edward Efron,Unknown
fl:mi_ln:cho-133,Michio Cho,Unknown
fl:ki_ln:youn-2,Kil Young Youn,Unknown
fl:pi_ln:gupta-3,Piyush Gupta,Unknown
fl:ch_ln:chung-140,Chong-sam Chung,Unknown
fl:ma_ln:comberbach-1,Martin Comberbach,Unknown
fl:ro_ln:duncan-8,Robert B. Duncan,Unknown
fl:xi_ln:li-246,Xiaolin Li,Unknown
fl:sh_ln:okui-1,Shuko Okui,Unknown
fl:ev_ln:freydina-1,Evgeniya Freydina,Unknown
fl:ja_ln:carter-48,James M. Carter,Unknown
fl:ma_ln:cuevasramirez-1,Maria Cuevas Ramirez,Unknown
fl:je_ln:juliaa-1,Jean-François Juliaa,Unknown
fl:mi_ln:park-81,Min Cheol Park,Unknown
fl:di_ln:rathmann-1,Dietrich Rathmann,Unknown
fl:in_ln:prakash-1,Indra Prakash,Unknown
fl:sc_ln:cline-5,Scott Michael Cline,Unknown
fl:ke_ln:hoshino-10,Ken Hoshino,Unknown
fl:ak_ln:kishida-4,Akira Kishida,Unknown
fl:fi_ln:lesecq-1,Fiona L. Lesecq,Unknown
fl:mu_ln:shaikh-2,Mukhtiar Shaikh,Unknown
fl:ma_ln:oszajca-1,Marek Oszajca,Unknown
fl:ma_ln:thompson-111,Mark S. Thompson,Unknown
fl:ar_ln:joslin-1,Arnold L. Joslin,Unknown
fl:gr_ln:spooner-1,Greg Spooner,Unknown
fl:st_ln:albert-6,Stephen Albert,Unknown
fl:sh_ln:tanaka-83,Shunsuke Tanaka,Unknown
fl:ga_ln:litman-2,Gary Litman,Unknown
fl:pe_ln:egedal-1,Per Egedal,Unknown
fl:di_ln:sharma-16,Diwakar Sharma,Unknown
fl:ju_ln:momoda-1,Junji Momoda,Unknown
fl:jo_ln:au-3,Joanna F. Au,Unknown
fl:si_ln:hahn-1,Simone Hahn,Unknown
fl:st_ln:duckworth-3,Staevan Duckworth,Unknown
fl:ra_ln:burgin-1,Ralph Burgin,Unknown
fl:ra_ln:kemink-1,Randall G. Kemink,Unknown
fl:zh_ln:lin-38,Zhi-An Lin,Unknown
fl:su_ln:baek-11,Sung-Kweon Baek,Unknown
fl:hi_ln:goda-4,Hideki Goda,Unknown
fl:ce_ln:bonnetgonnet-1,Cecile Bonnet-Gonnet,Unknown
fl:ma_ln:belley-3,Manon Belley,Unknown
fl:ma_ln:audet-5,Mathieu Audet,Unknown
fl:mo_ln:penso-1,Moshe Penso,Unknown
fl:an_ln:schlies-1,Anthony J. Schlies,Unknown
fl:fr_ln:graf-4,Franz Graf,Unknown
fl:er_ln:younge-1,Eric Younge,Unknown
fl:xi_ln:ji-99,Xiaolei Ji,Unknown
fl:ja_ln:tanner-12,James Tanner,Unknown
fl:pa_ln:nardella-1,Paul C. Nardella,Unknown
fl:ro_ln:dickman-2,Rory Dickman,Unknown
fl:zh_ln:tang-144,Zhixiong TANG,Unknown
fl:ka_ln:kohama-2,Kazumasa Kohama,Unknown
fl:hi_ln:katsuoka-2,Hirotoshi Katsuoka,Unknown
fl:jo_ln:wiesinger-1,Joanna M. Wiesinger,Unknown
fl:ja_ln:barchas-1,Jack D. Barchas,Unknown
fl:ra_ln:ramachandran-17,Ram Ramachandran,Unknown
fl:da_ln:puckeridge-1,David A. Puckeridge,Unknown
fl:vl_ln:gradoboev-1,Vladimir T. Gradoboev,Unknown
fl:ic_ln:suehiro-2,Ichiro Suehiro,Unknown
fl:ma_ln:mogamiya-1,Makoto Mogamiya,Unknown
fl:we_ln:liu-293,Weisheng Liu,Unknown
fl:ke_ln:whelan-1,Kenneth Whelan,Unknown
fl:ah_ln:othman-1,Ahmed A. Othman,Unknown
fl:hi_ln:sugiyama-28,Hiroki Sugiyama,Unknown
fl:ha_ln:pilo-1,Harold Pilo,Unknown
fl:fr_ln:popp-1,Franz Popp,Unknown
fl:ma_ln:kuroda-6,Masahiro Kuroda,Unknown
fl:ul_ln:kraus-1,Ulrich Kraus,Unknown
fl:ma_ln:kii-7,Manabu Kii,Unknown
fl:ma_ln:eisenhardt-1,Martin Eisenhardt,Unknown
fl:xi_ln:xie-93,Xiaohui Xie,Unknown
fl:mi_ln:scott-24,Michael Andrew Scott,Unknown
fl:gr_ln:lucas-3,Gregg S. Lucas,Unknown
fl:ch_ln:willison-1,Christi G. Willison,Unknown
fl:ro_ln:wells-19,Robert J. Wells,Unknown
fl:mi_ln:schnalllevin-1,Michael Schnall-Levin,Unknown
fl:an_ln:macgee-1,Andrew MacGee,Unknown
fl:je_ln:park-321,Jeongho Park,Unknown
fl:ho_ln:schroter-2,Holger Schroter,Unknown
fl:ma_ln:calkins-1,Mary M. Calkins,Unknown
fl:wa_ln:jung-1,Wang Mo Jung,Unknown
fl:ra_ln:hlenschlger-1,Rasmus Øhlenschlæger,Unknown
fl:va_ln:agarwal-3,Vaibhav Agarwal,Unknown
fl:ol_ln:pautis-1,Olivier Pautis,Unknown
fl:la_ln:nagy-8,Laszlo Nagy,Unknown
fl:ta_ln:lam-8,Tat C. Lam,Unknown
fl:ga_ln:lauterbach-2,Gary R. Lauterbach,Unknown
fl:kh_ln:duong-4,Khoa Duong,Unknown
fl:pr_ln:narayanan-7,Praveen Narayanan,Unknown
fl:an_ln:bartl-1,Annika Bartl,Unknown
fl:jo_ln:schipper-2,John F. Schipper,Unknown
fl:vi_ln:joseph-3,Victor Joseph,Unknown
fl:vi_ln:bhavthankar-1,Vinit Vijay Bhavthankar,Unknown
fl:br_ln:andreae-3,Bradley M. Andreae,Unknown
fl:ma_ln:kubale-1,Mark A. Kubale,Unknown
fl:ge_ln:beall-1,George Halsey Beall,Unknown
fl:he_ln:kihl-1,Hewon Kihl,Unknown
fl:bi_ln:arya-2,Bira Arya,Unknown
005lycmr74vk4bd4myus36v8i,David Jonassen,Unknown
fl:da_ln:trenker-1,Daniel Trenker,Unknown
fl:ba_ln:deheij-1,Bas de Heij,Unknown
fl:ya_ln:quan-2,Yaqiang QUAN,Unknown
fl:da_ln:sclove-1,David B. Sclove,Unknown
fl:ju_ln:shimada-11,Jumpei Shimada,Unknown
fl:sw_ln:jain-2,Swayambhoo Jain,Unknown
fl:de_ln:wang-174,Dengfeng Wang,Unknown
fl:bu_ln:jung-19,Bu-Seop JUNG,Unknown
fl:ma_ln:yoshikawa-11,Masatoshi Yoshikawa,Unknown
fl:ik_ln:matsumoto-1,Ikuo Matsumoto,Unknown
fl:be_ln:jongbloed-1,Bert Jongbloed,Unknown
fl:ju_ln:wang-190,Jun Wang,Unknown
fl:ra_ln:scott-13,"Ray V. Scott, Jr.",Unknown
fl:ji_ln:sun-369,Jianxun Sun,Unknown
fl:je_ln:kim-71,Jee-Ho Kim,Unknown
fl:ri_ln:haynes-4,Richard Haynes,Unknown
